date, pm25, pm10, no2, so2, co
2016/6/16, 34, 16, 3, , 3
2016/6/17, 40, 12, 2, , 3
2016/6/21, 23, 10, 2, , 4
2016/6/22, 20, 11, 2, , 3
2016/6/23, 19, 12, 1, , 4
2016/6/24, 22, 10, 2, , 4
2016/6/25, 30, 11, 1, , 4
2016/6/26, 34, 10, 1, , 
2016/6/27, 31, 12, 1, , 5
2016/6/28, 27, 10, 2, , 5
2016/6/29, 29, 14, 2, , 6
2016/1/5, 19, 12, 2, , 12
2016/1/6, 16, 15, 3, , 4
2016/1/7, 19, 17, 6, 1, 3
2016/1/8, 24, 17, 5, , 4
2016/1/9, 30, 14, 3, , 3
2016/1/10, 18, 10, 5, , 2
2016/1/11, 19, 17, 8, 2, 3
2016/1/12, 27, 16, 7, 1, 4
2016/1/13, 34, 22, 8, 1, 4
2016/1/14, 52, 22, 9, 1, 5
2016/1/15, 54, 21, 6, 3, 4
2016/1/16, 22, 18, 5, , 4
2016/1/17, 26, 15, 3, , 3
2016/1/18, 21, 16, 5, 1, 4
2016/1/19, 28, 19, 8, 1, 4
2016/1/20, 30, 16, 6, , 5
2016/1/21, 23, 13, 2, , 
2016/1/22, 24, 14, 6, , 5
2016/1/23, 22, 11, 3, , 5
2016/1/24, 20, 15, 5, 1, 6
2016/1/25, 31, 21, 5, , 5
2016/1/26, 31, 20, 5, , 7
2016/1/27, 28, 18, 5, 1, 6
2016/1/28, 44, 27, 6, 1, 7
2016/1/29, 45, 24, 5, 1, 6
2016/1/30, 38, 16, 3, 1, 6
2016/1/31, 38, 13, 2, , 5
2016/2/1, 26, 13, 5, 1, 7
2016/2/2, 23, 11, 3, , 6
2016/2/3, 17, 11, 5, 2, 6
2016/2/4, 17, 14, 7, , 7
2016/2/5, 15, 15, 5, 1, 7
2016/2/6, 16, 13, 3, , 7
2016/2/7, 17, 19, 1, , 6
2016/2/8, 21, 20, 4, , 
2016/2/9, 21, 16, 7, 1, 7
2016/2/10, 18, 17, 7, 1, 8
2016/2/11, 26, 14, 6, 1, 9
2016/2/12, 15, 14, 4, , 8
2016/2/13, 15, 15, 2, , 8
2016/2/14, 16, 20, 2, 1, 7
2016/2/15, 26, 23, 2, , 7
2016/2/16, 28, 18, 2, , 8
2016/2/17, 26, 17, 2, , 8
2016/2/18, 22, 17, 2, , 9
2016/2/19, 32, 13, 3, , 9
2016/2/20, 18, 10, 3, , 9
2016/2/21, 16, 16, 2, , 9
2016/2/22, 13, 23, 9, 1, 10
2016/2/23, 30, 17, 5, 2, 6
2016/2/24, 25, 13, 6, , 6
2016/2/25, 26, 15, 6, 29, 11
2016/2/26, 19, 18, 5, 8, 15
2016/2/27, 14, 15, 2, , 7
2016/2/28, 20, 17, 4, , 7
2016/2/29, 30, 20, 4, 1, 7
2016/3/1, 24, 28, 4, 4, 7
2016/3/2, 29, 30, 3, 1, 
2016/3/3, 34, 31, 5, 2, 8
2016/3/4, 39, 27, 5, 1, 8
2016/3/5, 36, 20, 3, 1, 8
2016/3/6, 20, 16, 4, , 8
2016/3/7, 27, 22, 4, , 8
2016/3/8, 33, 18, 2, , 8
2016/3/9, 30, 25, 2, , 
2016/3/10, 25, 26, 2, , 
2016/3/11, 27, 27, 2, , 8
2016/3/12, 37, 22, 2, , 
2016/3/13, 28, 16, 1, , 
2016/3/14, 20, 16, 3, 1, 9
2016/3/15, 25, 15, 6, 1, 10
2016/3/16, 20, 23, 2, , 9
2016/3/17, 28, 14, 2, , 
2016/3/18, 22, 13, 2, , 9
2016/3/19, 16, 12, 1, , 9
2016/3/20, 16, 15, 1, , 9
2016/3/21, 19, 15, 3, , 8
2016/3/22, 17, 21, 6, 1, 6
2016/3/23, 29, 21, 6, , 6
2016/3/24, 38, 19, 4, , 6
2016/3/25, 39, 19, 6, , 7
2016/3/26, 33, 12, 5, , 7
2016/3/29, 7, 23, 2, , 6
2016/3/30, 17, 33, 4, , 7
2016/3/31, 43, 26, 6, , 7
2016/4/1, 37, 30, 5, 2, 8
2015/10/2, 32, 15, 1, , 9
2015/10/3, 34, 15, 1, , 10
2015/10/4, 41, 9, 1, , 10
2015/10/5, 34, 5, 2, , 10
2015/10/6, 28, 11, 2, , 
2015/10/7, 37, 15, 2, , 10
2015/10/8, 38, 14, 5, 2, 11
2015/10/9, 37, 19, 3, 1, 11
2015/10/10, 54, 21, 1, 1, 11
2015/10/11, 62, 13, 2, , 11
2015/10/12, 44, 15, 3, , 12
2015/10/13, 39, 12, 2, , 12
2015/10/14, 33, 9, 2, , 12
2015/10/15, 29, 10, 3, , 12
2015/10/16, 34, 12, 2, , 12
2015/10/17, 30, 12, 1, , 13
2015/10/18, 35, 15, 1, , 12
2015/10/19, 38, 13, 4, 1, 14
2015/10/20, 40, 11, 3, , 14
2015/10/21, 42, 14, 2, , 14
2015/10/22, 46, 13, 4, 1, 14
2015/10/23, 38, 12, 3, 1, 14
2015/10/24, 39, 8, 2, , 15
2015/10/25, 30, 6, 3, 1, 15
2015/10/26, 36, 11, 3, 1, 9
2015/10/27, 33, 24, 2, , 6
2015/10/28, 43, 25, 2, 1, 6
2015/10/29, 53, 22, 6, 1, 8
2015/10/30, 49, 25, 6, , 7
2015/10/31, 51, 14, 3, , 7
2015/11/1, 44, 14, 2, , 6
2015/11/2, 38, 21, 4, 1, 8
2015/11/3, 50, 20, 3, , 8
2015/11/4, 50, 22, 3, 1, 8
2015/11/5, 51, 18, 2, , 8
2015/11/6, 39, 20, 2, , 8
2015/11/10, 50, 25, 3, 1, 9
2015/11/11, 56, 23, 2, , 10
2015/11/12, 57, 22, 3, 1, 10
2015/11/13, 46, 20, 2, , 10
2015/11/14, 47, 20, 2, , 10
2015/11/15, 51, 19, 1, , 10
2015/11/16, 51, 22, 5, 1, 
2015/11/17, 49, 16, 6, , 12
2015/11/18, 46, 18, 3, , 11
2015/11/19, 52, 18, 6, , 12
2015/11/20, 42, 12, 3, , 13
2015/11/21, 34, 19, 2, , 12
2015/11/22, 39, 9, 2, , 
2015/11/23, 30, 8, 4, , 14
2015/11/24, 26, 15, 2, , 13
2015/11/25, 26, 13, 1, , 
2015/11/26, 37, 10, 1, , 
2015/11/27, 34, 18, 3, , 13
2015/11/28, 46, 16, 1, , 13
2015/11/29, 48, 17, 2, , 13
2015/11/30, 55, 17, 3, 1, 14
2015/12/1, 49, 16, 3, , 15
2015/12/2, 52, 13, 4, , 16
2015/12/3, 49, 14, 4, 1, 12
2015/12/4, 50, 13, 4, , 6
2015/12/5, 51, 10, 4, , 6
2015/12/6, 48, 8, 3, , 6
2015/12/7, 46, 21, 5, 2, 7
2015/12/8, 60, 14, 4, , 7
2015/12/9, 50, 11, 3, , 7
2015/12/10, 45, 9, 3, , 7
2015/12/11, 44, , 5, , 8
2015/12/15, 21, 17, 4, 1, 9
2015/12/16, 24, 20, 3, 1, 8
2015/12/17, 32, 15, 3, , 8
2015/12/18, 21, 12, 3, , 9
2015/12/19, 19, 20, 2, , 9
2015/12/20, 25, 19, 1, , 9
2015/12/21, 27, 21, 3, 1, 9
2015/12/22, 24, 16, 3, , 10
2015/12/23, 23, 15, 2, , 
2015/12/24, 23, 11, 1, , 
2015/12/25, 25, 9, 1, , 
2015/12/26, 18, 9, 1, , 10
2015/12/27, 20, 14, 1, , 10
2015/12/28, 20, 16, 4, , 10
2015/12/29, 14, 13, 7, 1, 12
2015/12/30, 14, 16, 2, , 
2015/12/31, 21, 18, 8, 2, 12
2016/1/1, 33, , , , 
2016/1/4, 23, 14, 7, , 12
2015/7/2, 12, 17, 6, 3, 3
2015/7/3, 18, 12, 2, 2, 
2015/7/4, 13, 9, 2, 2, 
2015/7/5, 9, 8, 2, 2, 
2015/7/6, 5, 12, 1, 1, 3
2015/7/7, 9, 14, 1, 1, 
2015/7/8, 9, 11, 1, 1, 
2015/7/9, 11, 13, 12, 2, 37
2015/7/10, 13, 5, 1, 1, 3
2015/7/11, 6, 3, 1, 1, 3
2015/7/12, 7, 3, 2, 1, 3
2015/7/13, 13, 9, 2, 7, 
2015/7/14, 10, 9, 2, 4, 3
2015/7/15, 7, 11, 1, 1, 4
2015/7/17, 9, 8, 3, 1, 4
2015/7/18, 7, 14, 1, , 5
2015/7/19, 7, 12, 1, , 4
2015/7/20, 10, 16, 3, 1, 5
2015/7/21, 6, 11, 2, , 4
2015/7/22, 5, 11, 5, 4, 5
2015/7/23, 10, 15, 2, 1, 
2015/7/24, 12, 17, 2, , 
2015/7/25, 5, 13, 2, 1, 
2015/7/26, 8, 9, 2, , 6
2015/7/27, 9, 15, 4, 2, 6
2015/7/28, 9, 17, 2, , 
2015/7/29, 8, 19, 2, , 
2015/7/30, 7, 16, 2, 1, 7
2015/7/31, 8, 19, 3, 1, 7
2015/8/1, 9, 23, 1, , 
2015/8/2, 15, 17, 1, , 
2015/8/3, 7, 21, 2, , 7
2015/8/4, 20, 19, 4, 1, 8
2015/8/5, 25, 10, 2, , 
2015/8/6, 9, 16, 2, , 8
2015/8/7, 11, 17, 4, , 8
2015/8/8, 12, 24, 2, , 11
2015/8/9, 14, 8, 1, , 
2015/8/10, 9, 17, 2, , 7
2015/8/11, 12, 11, 3, 2, 5
2015/8/12, 10, 11, 2, , 2
2015/8/13, 7, 13, 2, 1, 2
2015/8/14, 9, 15, 2, 1, 2
2015/8/15, 11, 12, 1, , 2
2015/8/16, 6, , , , 
2015/8/18, 70, 5, 2, , 6
2015/8/19, 5, 5, 6, , 4
2015/8/20, 9, 7, 3, , 8
2015/8/21, 11, 9, 2, , 10
2015/8/22, 7, 11, 2, , 14
2015/8/23, 12, 8, 4, , 15
2015/8/24, 10, 5, 2, , 14
2015/8/25, 9, 5, 2, , 13
2015/8/26, 160, 5, 2, , 12
2015/9/1, 11, 8, 3, 2, 13
2015/9/2, 18, 14, 4, , 14
2015/9/3, 21, 7, 3, , 5
2015/9/4, 15, 12, 3, , 
2015/9/5, 23, 10, 3, , 
2015/9/6, 23, 10, 3, , 
2015/9/7, 24, 12, 3, 1, 
2015/9/8, 45, 10, 3, 1, 3
2015/9/9, 36, 9, 4, 1, 4
2015/9/10, 22, 4, 3, , 4
2015/9/11, 26, 7, 3, , 5
2015/9/12, 40, 6, 2, , 5
2015/9/13, 36, 5, 1, , 5
2015/9/14, 31, 7, 2, , 5
2015/9/15, 25, 8, 2, , 
2015/9/16, 21, 14, 2, , 5
2015/9/17, 28, 11, 2, , 5
2015/9/18, 28, 17, 2, , 6
2015/9/19, 38, 14, 1, , 6
2015/9/20, 37, 14, 1, , 6
2015/9/21, 37, 15, 2, , 
2015/9/22, 34, 14, 2, , 7
2015/9/23, 36, 10, 2, , 7
2015/9/24, 36, 12, 2, , 7
2015/9/25, 31, 16, 2, , 
2015/9/26, 35, 17, 1, , 
2015/9/27, 36, 13, 1, , 8
2015/9/28, 32, 18, 2, , 8
2015/9/29, 39, 19, 2, , 
2015/9/30, 39, 19, 2, , 9
2015/10/1, 39, 13, 2, , 9
2015/4/2, 15, 16, 2, 2, 
2015/4/3, 13, 20, 8, 3, 7
2015/4/4, 17, 15, 2, 2, 
2015/4/5, 12, 17, 2, 2, 
2015/4/6, 20, 18, 2, 3, 5
2015/4/7, 21, 17, 3, 2, 6
2015/4/8, 11, 17, 2, 2, 6
2015/4/9, 16, 21, 1, 2, 5
2015/4/10, 26, 20, 2, 2, 6
2015/4/11, 24, 16, 1, 2, 6
2015/4/12, 22, 8, 1, 2, 
2015/4/13, 11, 16, 2, 2, 
2015/4/14, 21, 17, 1, 2, 
2015/4/15, 11, 16, 2, 2, 
2015/4/16, 12, 16, 1, 2, 6
2015/4/17, 17, 18, 3, 2, 
2015/4/18, 18, 19, 1, 2, 6
2015/4/19, 21, 18, 1, 2, 6
2015/4/20, 18, 22, 1, 3, 6
2015/4/21, 15, 20, 2, 2, 6
2015/4/22, 12, 16, 4, 2, 7
2015/4/23, 12, 22, 4, 3, 
2015/4/24, 30, 24, 5, 2, 7
2015/4/25, 19, 22, 1, 2, 
2015/4/26, 15, 10, 4, 2, 
2015/4/27, 9, 19, 1, 3, 
2015/4/28, 20, 12, 2, 2, 
2015/4/29, 9, 22, 3, 3, 5
2015/4/30, 14, 23, 2, 4, 5
2015/5/1, 25, 17, 2, 2, 6
2015/5/2, 21, 18, 1, 2, 6
2015/5/3, 16, 18, 1, 2, 5
2015/5/4, 24, 24, 2, 2, 6
2015/5/5, 18, 24, 2, 2, 6
2015/5/6, 23, 21, 2, 2, 6
2015/5/7, 17, 16, 2, 3, 6
2015/5/8, 13, 13, 2, 2, 6
2015/5/9, 13, 22, 2, 2, 6
2015/5/10, 17, 19, 2, 2, 6
2015/5/11, 21, 22, 2, 2, 5
2015/5/12, 24, 20, 1, 1, 6
2015/5/13, 20, 23, 2, 2, 6
2015/5/14, 17, 15, 2, 2, 6
2015/5/15, 23, 14, 2, 2, 6
2015/5/16, 14, 18, 1, 2, 6
2015/5/17, 13, 17, 1, 2, 6
2015/5/18, 12, 25, 2, 2, 6
2015/5/19, 24, 26, 2, 2, 6
2015/5/20, 30, 14, 3, 2, 6
2015/5/21, 16, 14, 4, 3, 7
2015/5/22, 7, 10, 4, 2, 7
2015/5/23, 11, 18, 1, 2, 5
2015/5/24, 20, 15, 1, 2, 6
2015/5/25, 21, 11, 1, 3, 6
2015/5/26, 13, 9, 3, 2, 6
2015/5/27, 6, 9, 4, 3, 6
2015/5/28, 22, 7, 3, 3, 6
2015/5/29, 6, 10, 4, 3, 6
2015/5/30, 20, 7, 2, 3, 6
2015/5/31, 7, 5, 1, 2, 6
2015/6/2, 5, 16, 2, 3, 6
2015/6/3, 5, 12, 2, 2, 6
2015/6/4, 5, 9, 2, 4, 
2015/6/7, 8, 10, 1, 3, 6
2015/6/8, 7, 12, 1, 3, 6
2015/6/9, 9, 15, 1, 3, 6
2015/6/10, 9, 13, 1, 3, 6
2015/6/11, 7, 11, 2, 3, 6
2015/6/12, 8, 9, 2, 3, 6
2015/6/13, 6, 10, 1, 3, 6
2015/6/14, 11, 8, 1, 3, 6
2015/6/15, 9, 9, 3, 2, 6
2015/6/16, 5, 12, 2, 1, 6
2015/6/17, 9, 12, 2, 1, 6
2015/6/18, 9, 11, 1, 2, 6
2015/6/19, 7, 11, 1, 1, 
2015/6/20, 5, 15, 1, 1, 6
2015/6/21, 6, 8, 1, 1, 6
2015/6/22, 10, 9, 2, 2, 
2015/6/24, 7, 8, 2, 2, 6
2015/6/25, 5, 15, 2, 2, 
2015/6/26, 11, 14, 2, 2, 2
2015/6/27, 8, 13, 2, 1, 
2015/6/28, 12, 11, 2, 1, 
2015/6/29, 16, 10, 1, 1, 2
2015/6/30, 7, 15, 4, 1, 2
2015/7/1, 13, 12, 5, 2, 3
2015/1/2, 29, 10, 6, 2, 5
2015/1/3, 13, 11, 5, 5, 3
2015/1/4, 13, 12, 3, 1, 3
2015/1/5, 13, 18, 9, 9, 11
2015/1/6, 25, 20, 3, 1, 4
2015/1/7, 20, 21, 4, 1, 5
2015/1/8, 14, 17, 9, 2, 5
2015/1/9, 20, 14, 7, 1, 5
2015/1/10, 14, 11, 6, 2, 5
2015/1/11, 10, 11, 5, 2, 5
2015/1/12, 15, 15, 7, 2, 5
2015/1/13, 11, 16, 7, 2, 5
2015/1/14, 15, 22, 5, 4, 5
2015/1/15, 28, 18, 4, 4, 4
2015/1/16, 38, 12, 9, 4, 5
2015/1/17, 23, 13, 7, 2, 5
2015/1/18, 16, 19, 5, 2, 5
2015/1/19, 31, 18, 5, 2, 5
2015/1/20, 18, 20, 5, 3, 5
2015/1/21, 29, 17, 6, 2, 5
2015/1/22, 22, 18, 6, 3, 6
2015/1/23, 21, 7, 3, 1, 5
2015/1/24, 11, 6, 2, 1, 5
2015/1/25, 9, 6, 1, 1, 
2015/1/26, 10, 14, 2, 2, 
2015/1/27, 11, 16, 4, 2, 5
2015/1/28, 9, 15, 5, 4, 5
2015/1/29, 16, 17, 3, 4, 4
2015/1/30, 25, 16, 5, 2, 5
2015/1/31, 14, 15, 3, 3, 4
2015/2/1, 15, 12, 2, 2, 4
2015/2/2, 19, 21, 3, 3, 5
2015/2/3, 11, 21, 2, 3, 4
2015/2/4, 9, 18, 3, 2, 5
2015/2/5, 8, 23, 4, 3, 4
2015/2/6, 15, 22, 2, 1, 5
2015/2/7, 15, 25, 4, 2, 5
2015/2/8, 27, 23, 4, 3, 4
2015/2/9, 26, 21, 3, 4, 5
2015/2/10, 15, 27, 3, 2, 5
2015/2/11, 20, 30, 3, 2, 5
2015/2/12, 23, 25, 5, 2, 5
2015/2/13, 23, 24, 2, 2, 5
2015/2/14, 12, 20, 1, 2, 4
2015/2/15, 16, 30, 4, 2, 5
2015/2/16, 33, 27, 5, 3, 5
2015/2/17, 31, 24, 5, 2, 5
2015/2/18, 29, 26, 6, 3, 5
2015/2/19, 37, 22, 5, 3, 5
2015/2/20, 33, 12, 6, 2, 5
2015/2/21, 13, 16, 2, 2, 4
2015/2/22, 26, 16, 2, 2, 5
2015/2/23, 21, 18, 4, 2, 5
2015/2/24, 13, 18, 5, 2, 5
2015/2/25, 13, 21, 3, 2, 4
2015/2/26, 17, 15, 7, 5, 5
2015/2/27, 10, 13, 7, 2, 6
2015/2/28, 9, 9, 2, 2, 4
2015/3/1, 10, 12, 1, 1, 5
2015/3/2, 16, 13, 2, 2, 4
2015/3/3, 10, 13, 2, 1, 5
2015/3/4, 8, 15, 2, 1, 5
2015/3/5, 24, 12, 2, 2, 5
2015/3/6, 11, 15, 2, 2, 4
2015/3/7, 22, 15, 1, 2, 5
2015/3/8, 19, 12, 1, 2, 5
2015/3/9, 19, 11, 4, 4, 5
2015/3/10, 15, 12, 4, 3, 6
2015/3/11, 20, 10, 7, 2, 6
2015/3/12, 17, 11, 5, 3, 6
2015/3/13, 12, 15, 2, 2, 5
2015/3/14, 22, 10, 2, 2, 6
2015/3/15, 15, 9, 1, 2, 6
2015/3/16, 16, 13, 5, 4, 7
2015/3/17, 21, 16, 5, 2, 7
2015/3/18, 35, 19, 5, 2, 7
2015/3/19, 40, 17, 4, 3, 7
2015/3/20, 39, 11, 2, 2, 7
2015/3/21, 15, 12, 2, 2, 
2015/3/22, 19, 16, 2, 2, 
2015/3/23, 16, 18, 2, 2, 6
2015/3/24, 23, 19, 6, 3, 7
2015/3/25, 24, 13, 2, 2, 7
2015/3/26, 17, 20, 1, 2, 
2015/3/27, 37, 24, 2, 2, 
2015/3/28, 36, 19, 3, 3, 6
2015/3/29, 20, 10, 1, 2, 
2015/3/30, 7, 14, 2, 2, 
2015/3/31, 15, 7, 4, 3, 7
2015/4/1, 9, 15, 3, 2, 
2014/11/25, 11, 8, 2, 2, 4
2014/11/26, 16, 7, 2, 2, 
2014/11/27, 20, 8, 2, 2, 4
2014/11/28, 14, 8, 1, 3, 
2014/11/29, 19, 8, 1, 2, 5
2014/11/30, 14, 8, 1, 2, 5
2014/12/1, 11, 11, 1, 2, 4
2014/12/2, 17, 11, 2, 3, 5
2014/12/3, 18, 3, 3, 2, 5
2014/12/4, 6, 9, 4, 2, 4
2014/12/5, 9, 9, 3, 3, 5
2014/12/6, 8, 8, 3, 2, 5
2014/12/10, 30, 18, 6, 3, 6
2014/12/11, 28, 14, 5, 3, 5
2014/12/12, 15, 10, 2, 2, 5
2014/12/13, 11, 9, 4, 1, 5
2014/12/14, 14, 11, 2, 1, 4
2014/12/15, 22, 12, 1, 1, 4
2014/12/16, 17, 12, 3, 2, 5
2014/12/17, 15, 12, 3, 1, 5
2014/12/18, 7, 10, 3, 1, 4
2014/12/19, 6, , 3, 1, 4
2014/7/2, 5, 11, , 2, 
2014/7/3, 8, 8, 1, 2, 1
2014/7/4, 7, 10, 1, 2, 
2014/7/5, 12, 8, 1, 2, 1
2014/7/6, 5, 7, 1, 2, 
2014/7/7, 9, 10, 2, 3, 1
2014/7/8, 5, 12, 3, 3, 
2014/7/10, 9, 13, 2, 3, 
2014/7/11, 11, 9, 2, 2, 
2014/7/12, 7, 10, 1, 3, 
2014/7/13, 5, 6, 2, 2, 
2014/7/17, 9, 13, 2, 3, 1
2014/7/18, 5, 12, 2, 3, 1
2014/7/19, 7, 11, 1, 3, 2
2014/7/20, 8, 7, 1, 2, 1
2014/7/22, 5, , 2, , 2
2014/7/25, 15, 10, 2, , 
2014/7/26, 18, , , , 
2014/7/29, 19, , 2, , 2
2014/7/30, 21, , 2, , 
2014/7/31, 20, , 3, 3, 
2014/8/1, 24, , 3, , 
2014/8/2, 24, , 2, , 
2014/8/3, 18, , 2, , 
2014/8/4, 23, 22, 2, , 2
2014/8/5, 31, 19, 3, , 1
2014/8/6, 24, 9, 2, , 1
2014/8/7, 16, , , , 
2014/8/12, 22, 11, 2, , 1
2014/8/13, 16, 15, 3, , 
2014/8/14, 20, , 2, 2, 1
2014/8/15, 23, , 2, , 
2014/8/16, 16, 24, 2, , 
2014/8/17, 22, , 1, , 2
2014/8/18, 27, , 2, , 2
2014/8/19, 21, , 2, , 
2014/8/20, 10, , 2, , 
2014/8/21, 15, , 1, 1, 2
2014/8/22, 14, , 1, , 2
2014/8/23, 21, , , , 
2014/8/24, 13, , , , 
2014/8/28, 33, , 9, , 3
2014/8/29, 30, , 3, , 3
2014/6/11, 14, 14, 2, 1, 10
2014/6/12, 20, 20, 2, 2, 10
2014/6/13, 30, 26, 2, 1, 11
2014/6/14, 23, 20, 2, , 11
2014/6/15, 28, 13, 1, , 11
2014/6/16, 16, 17, 2, 2, 11
2014/6/17, 18, 10, 2, 1, 
2014/6/18, 14, 15, 2, 1, 
2014/6/19, 14, 17, 2, 1, 12
2014/6/20, 21, 10, 2, 1, 12
2014/6/21, 14, 12, 1, 1, 12
2014/6/22, 22, 9, 1, 1, 12
2014/6/23, 12, 12, 2, 1, 13
2014/6/24, 15, 9, 2, 1, 13
2014/6/25, 11, 13, 1, 1, 
2014/6/26, 17, 13, 1, 2, 13
2014/6/27, 9, 9, 1, 2, 1
2014/6/28, 7, 4, 1, 2, 
2014/6/29, 13, 4, , 2, 
2014/7/1, 5, 6, , 2, 1
2020/1/1, , 17, 3, 2, 
2019/5/8, , 7, 5, , 1
2019/5/20, , 15, 3, , 1
2019/1/1, , 15, 2, , 
2019/3/3, , 4, 1, , 2
2019/3/6, , 9, 3, , 2
2019/3/17, , 22, 3, 1, 2
2018/10/4, , 7, 5, , 
2018/7/1, , 12, , 1, 1
2018/7/7, , 3, , , 
2018/7/8, , 7, , , 
2018/7/9, , 7, , 1, 
2018/7/10, , 10, , 1, 
2018/8/27, , 2, 3, , 
2018/8/28, , 20, 3, , 
2018/4/23, , 14, 1, , 14
2018/5/15, , 5, 2, , 17
2017/9/9, , 14, , 1, 3
2017/4/24, , 13, 2, , 
2017/5/9, , 10, 5, , 
2017/2/6, , 8, 5, , 3
2016/12/14, , 13, 4, , 2
2016/7/2, , 19, 1, , 5
2016/7/3, , 12, 1, , 6
2016/7/4, , 12, 1, , 6
2016/7/5, , 12, 1, , 6
2016/7/6, , 10, 2, , 
2016/7/7, , 12, 2, , 
2016/9/10, , 11, 2, , 
2016/9/11, , 6, 2, , 
2016/9/12, , 4, 1, , 
2016/9/15, , 8, 2, , 
2016/9/26, , 7, , , 
2016/5/31, , 5, 2, , 6
2016/6/1, , 7, 3, , 7
2016/6/2, , 8, 3, , 7
2016/6/20, , 15, 1, , 
2016/6/30, , 19, 3, , 6
2016/7/1, , 24, 2, , 5
2016/3/27, , 8, 4, 1, 
2016/3/28, , 14, 5, , 7
2015/11/7, , 16, 2, , 9
2015/11/8, , 18, 2, , 
2015/11/9, , 22, 3, 1, 9
2015/12/14, , 17, 6, 1, 9
2016/1/3, , 14, 1, , 11
2015/7/16, , 11, 3, 27, 5
2015/8/17, , 6, 1, 1, 12
2015/8/27, , 8, 2, , 12
2015/8/28, , 9, 2, , 12
2015/8/31, , 9, 2, , 13
2015/6/1, , 11, 4, 3, 6
2015/6/5, , 9, 2, 3, 6
2015/6/6, , 11, 3, 3, 6
2015/6/23, , 12, 1, 2, 
2015/1/1, , 18, 2, 2, 4
2014/11/24, , 8, 2, 2, 4
2014/12/9, , 17, , , 
2014/12/22, , 14, 5, 1, 5
2014/12/23, , 18, 2, 1, 4
2014/12/24, , 6, 2, 1, 3
2014/12/25, , 5, 4, 1, 5
2014/12/26, , 10, 6, 2, 4
2014/12/27, , 17, 6, 1, 4
2014/12/28, , 22, 4, 1, 4
2014/7/9, , 11, 2, 2, 
2014/7/14, , 8, 2, 3, 1
2014/7/15, , 8, 1, 2, 1
2014/7/16, , 14, 1, 3, 
2014/7/21, , 4, 2, 6, 1
2014/7/24, , 9, 2, 4, 1
2014/7/28, , 12, 3, 1, 2
2014/8/11, , 16, 6, 2, 1
2014/6/10, , 10, 3, 1, 10
2014/6/30, , 7, 1, 3, 1
2019/5/10, , , 2, , 1
2019/5/11, , , 3, , 1
2019/5/12, , , 1, , 1
2019/5/13, , , 5, , 1
2019/5/14, , , 3, , 1
2019/5/15, , , 2, , 1
2019/5/16, , , 3, , 1
2019/5/17, , , 2, , 1
2019/5/18, , , 2, , 1
2019/5/19, , , 3, , 1
2018/4/14, , , 2, 1, 9
2018/4/15, , , 1, , 9
2018/4/16, , , 2, , 10
2018/4/17, , , 2, , 10
2018/4/18, , , 2, , 10
2018/4/19, , , 2, , 9
2018/4/20, , , 2, , 11
2018/4/21, , , 1, , 9
2018/4/22, , , 1, , 10
2017/4/20, , , 5, , 
2017/4/21, , , 4, , 
2017/4/22, , , 2, , 
2017/4/23, , , 2, , 
2017/5/6, , , 2, , 
2017/5/7, , , 2, , 
2017/5/8, , , 6, , 
2017/2/4, , , 5, 1, 1
2017/2/5, , , 1, , 2
2016/6/18, , , 1, , 4
2016/6/19, , , 1, , 3
2015/12/12, , , 6, 1, 8
2015/12/13, , , 4, , 8
2015/8/29, , , 2, 1, 12
2015/8/30, , , 1, , 
2014/10/2, , , 6, 4, 5
2014/10/3, , , 3, 1, 5
2014/10/4, , , 3, 1, 
2014/10/7, , , 2, 5, 1
2014/10/8, , , 4, 1, 1
2014/10/9, , , 4, 1, 1
2014/10/10, , , 2, 3, 1
2014/10/11, , , 2, , 
2014/10/12, , , 1, , 
2014/10/13, , , 1, , 
2014/10/14, , , 1, , 2
2014/10/15, , , 2, , 1
2014/10/16, , , 2, , 
2014/10/17, , , 3, 7, 
2014/10/25, , , 2, 2, 4
2014/10/26, , , 2, 2, 4
2014/10/27, , , 2, 2, 
2014/10/28, , , 2, 2, 
2014/10/29, , , 3, 2, 4
2014/10/30, , , 1, 2, 
2014/10/31, , , 3, 3, 
2014/11/1, , , 3, 2, 
2014/11/2, , , 2, 2, 
2014/11/3, , , 1, 2, 
2014/11/4, , , 2, 2, 4
2014/11/5, , , 4, 2, 5
2014/11/6, , , 3, 2, 4
2014/11/7, , , 4, 4, 6
2014/11/8, , , 5, 2, 5
2014/11/9, , , 2, 2, 3
2014/11/10, , , 1, 2, 4
2014/11/11, , , 2, 2, 3
2014/11/12, , , 4, 3, 5
2014/11/13, , , 5, 2, 5
2014/11/14, , , 6, 3, 5
2014/11/15, , , 3, 2, 4
2014/11/21, , , 1, 2, 4
2014/11/22, , , 2, 2, 4
2014/11/23, , , 2, 2, 5
2014/12/7, , , 1, , 4
2014/12/20, , , 3, , 4
2014/12/21, , , 4, 1, 6
2014/12/29, , , 1, 1, 3
2014/7/23, , , 2, , 1
2014/8/27, , , 4, , 3
2014/8/30, , , 1, , 
2014/9/2, , , 3, 3, 4
2014/9/3, , , 2, , 3
2014/9/4, , , 2, 1, 4
2014/9/5, , , 2, , 3
2014/9/6, , , 2, 3, 4
2014/9/7, , , 1, , 3
2014/9/8, , , 3, , 4
2014/9/17, , , 3, 1, 4
2014/9/18, , , 9, 1, 6
2014/9/19, , , 4, 1, 5
